Perspective,Prediction,Actual,Input
INFORMATION,['SUGHELPItaspaghrew.'],"Various oxygen drops, including those derived from sources like green algae and paw paw, are discussed in the context of potential natural remedies for cancer. The information suggests that these treatments, often made from mushrooms or similar substances, may be known in medical circles but are not widely acknowledged, possibly due to their lack of profitability for pharmaceutical companies. There's an assertion that the FDA places restrictions on these remedies, allowing them to be marketed as vitamins or health products without making claims about cancer on their labels. The text expresses skepticism towards chemotherapy, proposing alternative treatments like cesium chloride, combined with oxygen drops, as having a 90% success rate in curing certain stage 3 cancers. The general advice is to consider alternatives to chemotherapy, and pomegranate juice mixed with lime and orange juice is mentioned for potential immediate effects.","[['Please listen to me as I am only here to help. You have to do exactly as I say. Go to the website and look up CESIUM CHLORIDE AND OXYGEN DROPS. The other ones could be green algae and paw paw, etc etc. These medicines are known in the medical field, but they dont talk about it. Because these are natural remedies with no toxic chemicals in it. So, thats why they cant profit from it. If they cant profit, they dont sell. I mean, some are even made of mushrooms that you can grow anywhere. Why would they promote this? These doctors will never make money. So, the FDA has put a restriction on these remedies. They cannot say anything about cancer on their labels. They have to be sold as vitamins or health products. But, the website can tell you how to use it, and what cancers it can cure. See how they are suppressing the world? In fact these treatments can cure up to 90% of patients that doctors have already given up on. Chemo therapy is not a therapy. I would rather die then go through with that. They try to kill your cancer with chemicals and radiation. If they kill all your cancer before they kill all your body cells, then they consider you cured. But, what about after that? Your body is damaged and your health deteriorated. There is almost no recovery to this. How many people you know live past 5 years after chemo therapy? Not much if any at all. And compared to the masses, its almost nothing. What do you have to live with after chemo? Your body is not sunburned, its practically microwaved. CESIUM CHLORIDE can be taken with OXYGEN DROPS. Go to the websites. You can go to these websites and they will give a whole package for you to buy. You can take these medicines over the course of 3 months, a year, or whatever they prescribe. After your mom is feeling well, taking it for about 2 months or more, you can almost garauntee that you are cured. But, you have to listen to them and take it till they tell you to stop. They even cure certain 3rd stage cancers with a 90% success rate. But, time is of the essence so I urge you to buy it as soon as possible and take next day delivery or something. I wish you the best of luck in the future. But, heed my warning, do not go into chemo. They always tell you something fuzzy like, oh..you might live another 2 years, or you might die right away..etc etc....Then how do you decide? But, they always say that people who have been on chemo will only live a maximum of X years after that.  So, if you do exactly what I say, not only will you have a chance to survive, but all your friends that may get cancer...', 'without any responsibility, or liability, on my part , you have to enhance your imune system to fight the cancer once and for all, and improver the blood circulation in the capiliries. \nto that you have to drink as much as you can of the following;.\n\n2/3 (two thirds ) pommegranate juice, (best fresh or frozen)\n1/3 orange juice\n\na little bit of persian lime juice (mexican lime)  will do.\n\ntry it now and let me know, it should have immediate effect.']]"
SUGGESTION,['.emie...'],"For cancer, it is recommended to visit a specific website and explore the use of cesium chloride and oxygen drops. These websites offer comprehensive packages for purchase, and the suggested treatment duration may vary, lasting for three months, a year, or as prescribed. Following the treatment regimen for about two months or more is emphasized for potential effectiveness. Enhancing the immune system and improving blood circulation in the capillaries are highlighted as crucial aspects of the treatment. Additionally, the advice includes drinking a combination of 2/3 pomegranate juice (preferably fresh or frozen), 1/3 orange juice, and a small amount of Persian lime juice (Mexican lime). Following the instructions and continuing the treatment until advised to stop is emphasized for potential positive outcomes.","[['Please listen to me as I am only here to help. You have to do exactly as I say. Go to the website and look up CESIUM CHLORIDE AND OXYGEN DROPS. The other ones could be green algae and paw paw, etc etc. These medicines are known in the medical field, but they dont talk about it. Because these are natural remedies with no toxic chemicals in it. So, thats why they cant profit from it. If they cant profit, they dont sell. I mean, some are even made of mushrooms that you can grow anywhere. Why would they promote this? These doctors will never make money. So, the FDA has put a restriction on these remedies. They cannot say anything about cancer on their labels. They have to be sold as vitamins or health products. But, the website can tell you how to use it, and what cancers it can cure. See how they are suppressing the world? In fact these treatments can cure up to 90% of patients that doctors have already given up on. Chemo therapy is not a therapy. I would rather die then go through with that. They try to kill your cancer with chemicals and radiation. If they kill all your cancer before they kill all your body cells, then they consider you cured. But, what about after that? Your body is damaged and your health deteriorated. There is almost no recovery to this. How many people you know live past 5 years after chemo therapy? Not much if any at all. And compared to the masses, its almost nothing. What do you have to live with after chemo? Your body is not sunburned, its practically microwaved. CESIUM CHLORIDE can be taken with OXYGEN DROPS. Go to the websites. You can go to these websites and they will give a whole package for you to buy. You can take these medicines over the course of 3 months, a year, or whatever they prescribe. After your mom is feeling well, taking it for about 2 months or more, you can almost garauntee that you are cured. But, you have to listen to them and take it till they tell you to stop. They even cure certain 3rd stage cancers with a 90% success rate. But, time is of the essence so I urge you to buy it as soon as possible and take next day delivery or something. I wish you the best of luck in the future. But, heed my warning, do not go into chemo. They always tell you something fuzzy like, oh..you might live another 2 years, or you might die right away..etc etc....Then how do you decide? But, they always say that people who have been on chemo will only live a maximum of X years after that.  So, if you do exactly what I say, not only will you have a chance to survive, but all your friends that may get cancer...', 'without any responsibility, or liability, on my part , you have to enhance your imune system to fight the cancer once and for all, and improver the blood circulation in the capiliries. \nto that you have to drink as much as you can of the following;.\n\n2/3 (two thirds ) pommegranate juice, (best fresh or frozen)\n1/3 orange juice\n\na little bit of persian lime juice (mexican lime)  will do.\n\ntry it now and let me know, it should have immediate effect.']]"
INFORMATION,"[""I have you'simmeses.""]",If a man exchanges fluids with another man that has hIV they can get it too because blood and semen can carry it but saliva infection rate is liw.,"[['only if they man had hiv to begin with and if it was blood or seman, infection is highly possible.  saliva infection rate is very low.', 'why would you not of picked that as your best answer? Its been 3 dang months?']]"
INFORMATION,['I have alounselacrofincludesoooo'],"For information purposes, all foods in moderation are allowed","[[""Yes, actually I am a member of Weight Watchers and that is part of their teaching.  All foods are allowed in moderation.  I have done very well on the program, I like it for that reason.  I couldn't enviosion myself drinking 2 shakes and 1 balanced meal everyday for the rest of my life."", 'six little meals a day, always eat breakfast and eat wat u like within reason, use common sense of course. dont have cheesecake and ice cream 6 times a day.']]"
SUGGESTION,['nemimmev.'],Eat six small meals a day always have breakfast and enjoy foods you like in moderation.  Avoid having indulgent treats like cheesecake and ice cream for every meal.,"[[""Yes, actually I am a member of Weight Watchers and that is part of their teaching.  All foods are allowed in moderation.  I have done very well on the program, I like it for that reason.  I couldn't enviosion myself drinking 2 shakes and 1 balanced meal everyday for the rest of my life."", 'six little meals a day, always eat breakfast and eat wat u like within reason, use common sense of course. dont have cheesecake and ice cream 6 times a day.']]"
EXPERIENCE,['I havenstas aunt had Tourette'],"In users expereince, one user is a Weight Watchers says that all foods are allowed in moderation, and they have succeeded on the program without having to limit themself to shakes. They appreciate the flexibility and couldn't imagine a long-term diet of just shakes and one meal a day.","[[""Yes, actually I am a member of Weight Watchers and that is part of their teaching.  All foods are allowed in moderation.  I have done very well on the program, I like it for that reason.  I couldn't enviosion myself drinking 2 shakes and 1 balanced meal everyday for the rest of my life."", 'six little meals a day, always eat breakfast and eat wat u like within reason, use common sense of course. dont have cheesecake and ice cream 6 times a day.']]"
EXPERIENCE,['Decideficikuse mucusive.'],"In users expereince, one individual's ex father in law and blood in their poop and had hernia after seining doctor.","[['I think it means you need to see a health care physician. Now for real... my exfather in law had this problem and seen a doctor and come to find out he had a hernia.', ""Rectal bleeding has many causes including hemorrhoids, Crohn's Disease, fissures, peptic ulcer disease, polyps, amongst other reasons. Most rectal bleeding comes from the colon, rec-tum, or an-us. The color of the blood often depends on the location of the bleeding in the gastrointestinal tract. The closer the bleeding site is to the an-us, the blood will be a brighter red. Bleeding from the transverse colon and the right colon tend to be dark red or maroon colored. It would be best to see your doctor to determine what the exact cause may be.""]]"
SUGGESTION,['sestinflamestyes'],It is suggested to see a health care physician.,"[['I think it means you need to see a health care physician. Now for real... my exfather in law had this problem and seen a doctor and come to find out he had a hernia.', ""Rectal bleeding has many causes including hemorrhoids, Crohn's Disease, fissures, peptic ulcer disease, polyps, amongst other reasons. Most rectal bleeding comes from the colon, rec-tum, or an-us. The color of the blood often depends on the location of the bleeding in the gastrointestinal tract. The closer the bleeding site is to the an-us, the blood will be a brighter red. Bleeding from the transverse colon and the right colon tend to be dark red or maroon colored. It would be best to see your doctor to determine what the exact cause may be.""]]"
INFORMATION,"[""yes or limeasothose are they's canker soresn'ren'ts aren't.""]","Rectal bleeding can have various causes, such as hemorrhoids, Crohn's Disease, fissures, peptic ulcer disease, polyps, among others. The color of the blood is often indicative of the bleeding site in the gastrointestinal tract, with brighter red blood closer to the anus and darker red or maroon-colored blood from the transverse colon and right colon. Seeking medical attention is crucial for accurate diagnosis and appropriate treatment.","[['I think it means you need to see a health care physician. Now for real... my exfather in law had this problem and seen a doctor and come to find out he had a hernia.', ""Rectal bleeding has many causes including hemorrhoids, Crohn's Disease, fissures, peptic ulcer disease, polyps, amongst other reasons. Most rectal bleeding comes from the colon, rec-tum, or an-us. The color of the blood often depends on the location of the bleeding in the gastrointestinal tract. The closer the bleeding site is to the an-us, the blood will be a brighter red. Bleeding from the transverse colon and the right colon tend to be dark red or maroon colored. It would be best to see your doctor to determine what the exact cause may be.""]]"
INFORMATION,['Theor asesssinclude the part of summary'],"For information purposes, the development of abdominal definition is influenced by various factors, with diet and calorie balance being primary determinants. Achieving a caloric deficit, where you burn more calories than you consume, is essential for weight loss and visible abdominal muscles. Genetic factors also contribute to the ease or difficulty of achieving defined abs, as family traits can influence body composition. Additionally, individual fitness levels and overall body shape play a role. For instance, a well-developed chest can impact the perception of waist size. Engaging in a combination of targeted exercises, maintaining a healthy diet, and considering genetic predispositions are key elements in sculpting and revealing abdominal definition.","[['First, you should stick with crunches..they are less stressful on your back and focus more on the correct muscles. Then, if you cut out all fat from your diet and limit your caloric intake, you will see results in 3 - 4 weeks. That is, if you are doing a serious ab routinue of at least 25 minutes/day (with 1 day off a week).\nIf you have a not-so-healthy eating lifestyle, doing sit ups will not help and you will most likely not see any results unless you are doing a complete ab workout (obliques, crunches, roman chair, scissors, leg lifts, etc.) for at least 2 hours/day. \nThe best way is to cut fat (soda, junk food are the easiest) and gradually build into a harder and harder workout where you start at 3 sets of 30 sit ups for a week and add one set and 10 reps per set every week. In ten weeks, you will have a solid workout that will produce very good results. With every workout routine, you should be doing a cardio-vascular exercise (running, biking, brisk walking) to burn calories. And always consult a doctor for the proper workout schedule for your age and body type.', ""It really depends on your diet.  If you are burning more calories during the day than you consume, you will lose weight (to a point), and eventually see abdominal definition.  Genetics also play a significant role on how hard you will have to work (look at family members).  It also depends on how good a shape you're already in, and what other exercises you're doing.  For example, if you have a huge chest, the sheer circumference difference will make your waist look smaller.""]]"
SUGGESTION,['I haven asordin'],"To sculpt your abs effectively, prioritize crunches over sit-ups as they are gentler on the back and target the muscles more precisely. Combine this with a dietary approach focused on cutting out fat and reducing caloric intake. Significant results can be visible in 3-4 weeks, especially when complemented by a dedicated ab routine lasting at least 25 minutes a day, with one day off per week. For those with an unhealthy eating lifestyle, a comprehensive ab workout involving obliques, crunches, roman chair exercises, scissors, leg lifts, etc., for at least 2 hours a day is recommended. Gradually intensify the workout, starting with 3 sets of 30 sit-ups per week and adding one set and 10 reps per set weekly over ten weeks. Include cardiovascular exercises like running or brisk walking to burn calories, and always consult a doctor for a suitable workout schedule based on your age and body type.","[['First, you should stick with crunches..they are less stressful on your back and focus more on the correct muscles. Then, if you cut out all fat from your diet and limit your caloric intake, you will see results in 3 - 4 weeks. That is, if you are doing a serious ab routinue of at least 25 minutes/day (with 1 day off a week).\nIf you have a not-so-healthy eating lifestyle, doing sit ups will not help and you will most likely not see any results unless you are doing a complete ab workout (obliques, crunches, roman chair, scissors, leg lifts, etc.) for at least 2 hours/day. \nThe best way is to cut fat (soda, junk food are the easiest) and gradually build into a harder and harder workout where you start at 3 sets of 30 sit ups for a week and add one set and 10 reps per set every week. In ten weeks, you will have a solid workout that will produce very good results. With every workout routine, you should be doing a cardio-vascular exercise (running, biking, brisk walking) to burn calories. And always consult a doctor for the proper workout schedule for your age and body type.', ""It really depends on your diet.  If you are burning more calories during the day than you consume, you will lose weight (to a point), and eventually see abdominal definition.  Genetics also play a significant role on how hard you will have to work (look at family members).  It also depends on how good a shape you're already in, and what other exercises you're doing.  For example, if you have a huge chest, the sheer circumference difference will make your waist look smaller.""]]"
INFORMATION,['It is good for asunt is suggested'],"Baking soda, baby powder, and air freshener can help reduce the smell of shoes/ Bacteria that causes the bad smell can not survive in freezing temperatures that is why they smell worse in the summer.","[[""Try this...Put them in a zip lock bag and then in the freezer...yes the freezer.....Bacteria that causes the bad smell can't live in freezing temperatures.....thats why the smell of sneakers and shoes is worse in the summer...Try it ..!!!   Works for sneakers and house slippers too..."", 'baking soda and baby powder.', 'Place them in sun light after use for sometime..... the best ....', 'air freshner']]"
SUGGESTION,['-iiassunte.'],"To tackle unpleasant odors in sneakers, shoes, or house slippers, a suggested method is to place them in a zip-lock bag and then into the freezer. The rationale is that freezing temperatures prevent the bacteria responsible for bad smells from surviving. This approach is recommended, particularly during the summer when the smell tends to worsen. Additionally, exposing the footwear to sunlight after use is advised. Trying this method may help effectively address and eliminate undesirable odors, making it a practical solution for maintaining freshness in various types of footwear.","[[""Try this...Put them in a zip lock bag and then in the freezer...yes the freezer.....Bacteria that causes the bad smell can't live in freezing temperatures.....thats why the smell of sneakers and shoes is worse in the summer...Try it ..!!!   Works for sneakers and house slippers too..."", 'baking soda and baby powder.', 'Place them in sun light after use for sometime..... the best ....', 'air freshner']]"
INFORMATION,['theor astaduring the last week of summary to the last week of week of pregnancy.'],"For information purposes, gum, made mostly out of latex is indigestible and will stay in your system longer than most foods but will pass right out after.","[['Chewing gum, made mostly out of latex, is indigestible.  It will stay in your system a little longer than most foods, but it will pass right out.  Usually in much the same form it went in with :o)', 'Longer than time itself. In 100 years you will be a pile of bones and chewing gum.']]"
INFORMATION,['Go to 1staswell.'],"When protein is detected in a urine test, it signals the need for further investigation into an individual's health status. The test, which can be conveniently conducted at home, reveals protein levels within a normal range of 0-150 mg/dl, with values exceeding 150 mg/dl considered abnormal. These abnormal levels may indicate proteinuria, a condition with both benign and pathological causes. Benign factors include postural changes, excessive exercise, temperature variations, and pregnancy, while pathological causes involve conditions like renal issues and cardiac insufficiency. Additional assessments, including specific gravity, white blood cell count, nitrites, pH, and hemoglobin levels, are crucial when protein is found in urine. The protein urine test strip, utilizing a pH indicator sensitive to albumin, provides insights into health status and potential concerns, allowing for timely intervention and management.","[['Protein in urine\nWhen protein is found during a urine test, further investigation is required to ascertain your true health status. Using a urine test is a quick and inexpensive way to check for protein in your urine, and is one of our test kit products that can be done in the privacy of your home.\n\nNormal protein range in urine\n0 - 150 mg/dl \n\nMeasuring range \n0 - > 2000 mg/dl \n\nProtein levels in urine \nabnormal value - greater than 150 mg/dl. \n\nAbnormal protein values may indicative of \nProteinuria may be benign or pathological \n\nBenign proteinuria \n\npostural \n\nexcessive exercise \n\nhigh or low temperature \n\nduring pregnancy \n\nPathological proteinuria \n\nExternal \n\ncolic \n\nliver cirrhosis \n\nplasmacytoma \n\ncardiac insufficiency \n\nRenal \n\npyelonephritis \n\nglomerulonephritis \n\nFurther action required if protein is found in urine\ncheck your urine for \n\nspecific gravity \n\nleucocytes/white blood cells \n\nnitrites \n\npH \n\nblood/hemoglobin (haemoglobin) \n\nOur protein urine test strip\nThe test incorporates a pH indicator which changes color in the presence of protein. \n\nAny green color that develops is due to the presence of protein. \n\nThe test is highly sensitive to albumin, and less sensitive to hemoglobin (haemoglobin), globulin and mucoprotein. \n\nNormal urine of high specific gravity may cause higher than normal readings, as will highly buffered urine, alkaline urine (equal or larger than 9) and urine containing residues of chlorhexidine or quaternary ammonia compounds. \n\nSensitivity: 10 mg/dl albumin \n\nActive reagent: tetrabromophenol blue (1% w/w).', 'very informative answer above', 'dontforgettotakeyourvitamins.com/larry']]"
SUGGESTION,['ailaveinclude the ANTIt'],It is suggested to ask a doctor if you have a cyst.,[['ask a doctor.']]
INFORMATION,['You might betonsordoh'],"Cleidocranial dysplasia is a genetic disorder in which the fontanels don't close or do so very lately in infancy , absence of  clavicles, late eruption of teeth, curved feet and other skeletal anomalies","[['You can find more info about this at these links\nhttp://www.faces-cranio.org/Disord/CCD.htm\nhttp://www.medicinenet.com/cleidocranial_dysplasia/article.htm', 'http://dontforgettotakeyourvitamins.com/love10603']]"
INFORMATION,"['This is asidl. About 3 hours after 12 hours after 12 hours after eating a normal meal,normal sugar levels of a normal sugar levels should be around 120-normal sugar levels should be around 120-150']","Yes, cancer patients benefit from positive support during treatment. While it may be challenging, having a supportive environment is crucial. It's important that those around the patient don't treat them as delicate or incapable. Maintaining a sense of normalcy and staying active can contribute to better coping with the challenges of cancer treatment.","[[""Yes they do.  It may be difficult during treatment, but positive support helps tremendously.  It helps a lot if the people around don't act like the person is delicate or inable.\n\nLife can be quite normal."", ""yes the more active you are the better your body cope's with it""]]"
INFORMATION,['Leukiaillustrestrained proliferation of various acute or chronic leukemia of white blood cells'],"For information purposes, a hiatal hernia is a type of hernia that occurs at the opening of the diaphragm where the esophagus joins the stomach. When the muscle around this opening becomes weak, the upper part of the stomach can bulge through the diaphragm. While small hiatal hernias may not cause noticeable symptoms, larger ones can lead to heartburn, indigestion, and chest pain. Treatment options include medications, diet changes, and, in some cases, surgery like the Nissen operation, where the opening is closed after pulling back the organs into the abdomen using laparoscopic techniques.","[[""Hiatal Hernias\nThis type of hernia occurs at the opening of the diaphragm where the esophagus (the pipe that food travels down) joins the stomach. If the muscle around the opening to the diaphragm becomes weak, the uppermost part of a person's stomach can bulge through the diaphragm. Hiatal (pronounced: high-a-tul) hernias are common, although small ones don't usually cause any symptoms. Unlike the other types of hernia, you won't be able to see a bulge on the outside of your body, but you might feel heartburn, indigestion, and chest pain. Hiatal hernias can be treated with medication and diet changes, but they do sometimes require surgery."", 'drugs or Nissen operation (they close the opening after pulling back the organs into the abdomen using laparoscopic techniques)']]"
INFORMATION,['Yes'],"For information purposes, a new natural product called AIRBORNE, created by a second-grade teacher, has emerged in the market. It's suggested to use it at the onset of symptoms. If you're taking thyroid medication and have a cold, consider asking a healthcare professional for safe options suitable for your condition.","[['try ""cold-eez"" \nthey are like cough drops that you suck on and make your nose less stuffy make you stop coughing etc.', 'A few years ago, a new natural product hit the market. It\'s called AIRBORNE and was developed by a second-grade teacher. It is amazing. It is best to take it when you first notice symptoms.  I have used it several times with excellent results. I have also given it to my family members and they too have had their ""cold time"" greatly reduced.\n\nI also take 1000 mg C in the morning and another dose 12 hours later.\n\nhttp://www.airbornehealth.com/main.html']]"
SUGGESTION,"['saemimmoj) Get plenty of rest and Zicam, LOTSle']","You could try ""Cold-EEZE"" lozenges for your cold. They're similar to cough drops and can help clear a stuffy nose and reduce coughing. Another option is ""Airborne,"" which may alleviate cold symptoms. However, it's essential to consult a doctor or pharmacist to ensure these medications are safe to use with your thyroid medicine.","[['try ""cold-eez"" \nthey are like cough drops that you suck on and make your nose less stuffy make you stop coughing etc.', 'A few years ago, a new natural product hit the market. It\'s called AIRBORNE and was developed by a second-grade teacher. It is amazing. It is best to take it when you first notice symptoms.  I have used it several times with excellent results. I have also given it to my family members and they too have had their ""cold time"" greatly reduced.\n\nI also take 1000 mg C in the morning and another dose 12 hours later.\n\nhttp://www.airbornehealth.com/main.html']]"
EXPERIENCE,"[""senstasi don'I don'""]","In users expereince, one user recommends using Airborne for colds, having experienced positive results personally and among their family members. They also supplement with 1000 mg of Vitamin C in the morning and another dose 12 hours later.","[['try ""cold-eez"" \nthey are like cough drops that you suck on and make your nose less stuffy make you stop coughing etc.', 'A few years ago, a new natural product hit the market. It\'s called AIRBORNE and was developed by a second-grade teacher. It is amazing. It is best to take it when you first notice symptoms.  I have used it several times with excellent results. I have also given it to my family members and they too have had their ""cold time"" greatly reduced.\n\nI also take 1000 mg C in the morning and another dose 12 hours later.\n\nhttp://www.airbornehealth.com/main.html']]"
INFORMATION,"[""I have it'siiing through mena""]","For information purposes, an individual has experienced chronic heartburn and, though not a medical professional, shares advice received from their doctor that has proven effective. For immediate relief, the gastroenterologist recommended Maalox over Pepto Bismol, citing concerns about potential long-term stomach irritation with the latter. For ongoing management, Priolosec was suggested. Another key recommendation is to cease eating at least three hours before bedtime, as reclining with a full stomach can aggravate the esophagus. The avoidance of soda or alcohol before sleep is emphasized. It is also advised to limit the intake of alcohol, caffeine, carbonated beverages, spicy foods, acidic foods, and aspirin or similar medications. While adhering to the last recommendation may be challenging, consistent adherence to the first two has significantly alleviated the individual's heartburn symptoms, allowing some flexibility with dietary restrictions.","[[""I've had chronic heartburn, and though I'm not a doctor, I'm sharing with you advice my doctor has given me (and what has worked!)\n\n1.  For immediate relief, use Maalox.  Avoid Pepto Bismol, as it has something that irritates the stomach long term (my gastroenterologist told me that!).  For longer term use, use Priolosec.\n\n2.  Stop eating at least 3 hours before you get in bed.  A reclining position with food in your stomach irritates the esophogus.  You would be AMAZED at how much this helps.  Soda or alcohol before sleep is the WORST!\n\n3.  Limit intake of:  Alcohol, Caffience, Carbonated beverages, spicy foods, acidic foods, aspirin (or advil, motrin).   Honestly, I can't stick to this one -- but I've been pretty good keeping #1 and #2, and it's kept my heart burn at bay.  Be good keeping 1 & 2 and you can cheat on 3 -- at least, that's worked for me.\n\nGood luck!"", 'i drink milk and my heartburn goes away. i have never taken medicine for heartburn when i get it.', ""If your heartburn is persistant and regular, I'd suggest seeing a Dr. You may suffer from acid reflux and there are many drugs on the market for it. I've found that prevacid is the ONLY one that works for me, but your Dr. may want you to try some of the least expensive ones first. On the other hand, if it is infrequent, it may just be caused by some foods that you eat. I'd try to compare times when I had it with the foods I was eating and if you can narrow it down, simply avoid those foods or be sure to take something BEFORE you eat these foods, to ward it off. Hope this is helpful.""]]"
CAUSE,"[""I have youwasordin'In user've""]",Heart burn may be due to the food we eat.,"[[""I've had chronic heartburn, and though I'm not a doctor, I'm sharing with you advice my doctor has given me (and what has worked!)\n\n1.  For immediate relief, use Maalox.  Avoid Pepto Bismol, as it has something that irritates the stomach long term (my gastroenterologist told me that!).  For longer term use, use Priolosec.\n\n2.  Stop eating at least 3 hours before you get in bed.  A reclining position with food in your stomach irritates the esophogus.  You would be AMAZED at how much this helps.  Soda or alcohol before sleep is the WORST!\n\n3.  Limit intake of:  Alcohol, Caffience, Carbonated beverages, spicy foods, acidic foods, aspirin (or advil, motrin).   Honestly, I can't stick to this one -- but I've been pretty good keeping #1 and #2, and it's kept my heart burn at bay.  Be good keeping 1 & 2 and you can cheat on 3 -- at least, that's worked for me.\n\nGood luck!"", 'i drink milk and my heartburn goes away. i have never taken medicine for heartburn when i get it.', ""If your heartburn is persistant and regular, I'd suggest seeing a Dr. You may suffer from acid reflux and there are many drugs on the market for it. I've found that prevacid is the ONLY one that works for me, but your Dr. may want you to try some of the least expensive ones first. On the other hand, if it is infrequent, it may just be caused by some foods that you eat. I'd try to compare times when I had it with the foods I was eating and if you can narrow it down, simply avoid those foods or be sure to take something BEFORE you eat these foods, to ward it off. Hope this is helpful.""]]"
EXPERIENCE,['iiiknasi..'],"In users experience, an individual experiences relief from heartburn by drinking milk and has never used medication for this condition. Another Individual has found that Prevacid is the only medication that effectively works for them. They suggest that others consult their doctor, who might recommend trying some of the more affordable over-the-counter options before exploring specific prescriptions like Prevacid.","[[""I've had chronic heartburn, and though I'm not a doctor, I'm sharing with you advice my doctor has given me (and what has worked!)\n\n1.  For immediate relief, use Maalox.  Avoid Pepto Bismol, as it has something that irritates the stomach long term (my gastroenterologist told me that!).  For longer term use, use Priolosec.\n\n2.  Stop eating at least 3 hours before you get in bed.  A reclining position with food in your stomach irritates the esophogus.  You would be AMAZED at how much this helps.  Soda or alcohol before sleep is the WORST!\n\n3.  Limit intake of:  Alcohol, Caffience, Carbonated beverages, spicy foods, acidic foods, aspirin (or advil, motrin).   Honestly, I can't stick to this one -- but I've been pretty good keeping #1 and #2, and it's kept my heart burn at bay.  Be good keeping 1 & 2 and you can cheat on 3 -- at least, that's worked for me.\n\nGood luck!"", 'i drink milk and my heartburn goes away. i have never taken medicine for heartburn when i get it.', ""If your heartburn is persistant and regular, I'd suggest seeing a Dr. You may suffer from acid reflux and there are many drugs on the market for it. I've found that prevacid is the ONLY one that works for me, but your Dr. may want you to try some of the least expensive ones first. On the other hand, if it is infrequent, it may just be caused by some foods that you eat. I'd try to compare times when I had it with the foods I was eating and if you can narrow it down, simply avoid those foods or be sure to take something BEFORE you eat these foods, to ward it off. Hope this is helpful.""]]"
SUGGESTION,['noe and lycopen there are tomatoes pose no cancer risk tomatoes pose no cancer risk no cancer risk themselves'],"For immediate relief from heartburn, the recommendation is to use Maalox, with a caution against Pepto Bismol due to potential long-term stomach irritation, as advised by a gastroenterologist. For extended use, Priolosec is suggested. Additionally, It is suggested to refrain from eating at least three hours before bedtime, as a reclining position with a full stomach can irritate the esophagus, with specific emphasis on avoiding soda or alcohol before sleep. The individual recommends limiting the intake of alcohol, caffeine, carbonated beverages, spicy and acidic foods, as well as aspirin or similar medications. If heartburn persists, the suggestion is to consult a doctor, as it could indicate acid reflux. The individual advises identifying and avoiding specific trigger foods or taking preventive measures before consuming them to alleviate symptoms.","[[""I've had chronic heartburn, and though I'm not a doctor, I'm sharing with you advice my doctor has given me (and what has worked!)\n\n1.  For immediate relief, use Maalox.  Avoid Pepto Bismol, as it has something that irritates the stomach long term (my gastroenterologist told me that!).  For longer term use, use Priolosec.\n\n2.  Stop eating at least 3 hours before you get in bed.  A reclining position with food in your stomach irritates the esophogus.  You would be AMAZED at how much this helps.  Soda or alcohol before sleep is the WORST!\n\n3.  Limit intake of:  Alcohol, Caffience, Carbonated beverages, spicy foods, acidic foods, aspirin (or advil, motrin).   Honestly, I can't stick to this one -- but I've been pretty good keeping #1 and #2, and it's kept my heart burn at bay.  Be good keeping 1 & 2 and you can cheat on 3 -- at least, that's worked for me.\n\nGood luck!"", 'i drink milk and my heartburn goes away. i have never taken medicine for heartburn when i get it.', ""If your heartburn is persistant and regular, I'd suggest seeing a Dr. You may suffer from acid reflux and there are many drugs on the market for it. I've found that prevacid is the ONLY one that works for me, but your Dr. may want you to try some of the least expensive ones first. On the other hand, if it is infrequent, it may just be caused by some foods that you eat. I'd try to compare times when I had it with the foods I was eating and if you can narrow it down, simply avoid those foods or be sure to take something BEFORE you eat these foods, to ward it off. Hope this is helpful.""]]"
INFORMATION,"[""I' lovemaking her idovy'.""]","Bee proplis is what bees use to disinfect the hive from bacteria, it is said to be the most sterile environment there is.","[[""BEE PROPOLIS,I HEARD WILL WORK PRETTY GOOD.IT IS WHAT BEE'S USE TO DISINFECT THE HIVE TO KEEP IT FREE FROM BACTERIA,ETC.THEY SAY IT'S THE MOST STERILE INVIRONMENT THERE IS.I BELIEVE IT'S OMEGA-3'S THAT WORKS REAL WELL TOO.""]]"
EXPERIENCE,"[""Said'esi. Almost all plastic surgeon't'dothose plastic surgeons have payment plan options.""]",Someone has heard that bee propolis works very well similar to OMEGA-3's.,"[[""BEE PROPOLIS,I HEARD WILL WORK PRETTY GOOD.IT IS WHAT BEE'S USE TO DISINFECT THE HIVE TO KEEP IT FREE FROM BACTERIA,ETC.THEY SAY IT'S THE MOST STERILE INVIRONMENT THERE IS.I BELIEVE IT'S OMEGA-3'S THAT WORKS REAL WELL TOO.""]]"
SUGGESTION,['Get overusestasor try nail polish.'],It is suggested to schedule an ultrasound to see if you have gallstones or a problem with your gallbladder itself.,"[['i had gall stones while i was pregnant with my first child. I felt like i could not breath and that someone was wrapping a belt around my ribs and pulling as hard as they could. This is very serious! I had to have an ultrasound to find the problem. and had my gall bladder removed. if you think you have this problem i would suggest seeing your doctor and telling them your concerns.', 'if you vomit for no apparent reason after eating, you may have gallstones.  See your doctor so he can schedule an ultrasound to see if you have gallstones or if the problem is with your gall bladder itself.  I had gall stones 2 years ago and had them and my gall bladder removed.']]"
